block,tx,sender,pol_added,biggi_added
33824980,0xef1f9f5ad39eaaec6c0ebe65bd869dca9a883752f257238ff2e21ffc481d71f8,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049171993354495423,250.413907493838166829
33830745,0x21d2cbdc8277380718ecb50d02a9a7b1713c1829b21213ae01b0e1145e07706b,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049187755434622095,245.412819383413108199
33911925,0x9a2ebd1227d77ad5b52cec5ceaecff5122506171085d2c3661955663d05c8f8a,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049202828194453575,240.604188509221103232
33921627,0x6912bb48d88f600575fed700336f51a234fa79fa1730faa7287b5c85a0a91fca,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049217255663045190,235.976752500676184354
33938764,0x6dfeb7f940b729a7e16a0596e35b34002051b9408fee44366d4172b2aff455d6,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049231078212822230,231.520122875125252904
33986124,0x0da4883f0b5e55fed46285e2cf05700b07ffce43b11d8243acb3f651bd20e067,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049244332930267337,227.224701352476728289
33992763,0xb151e34c04507706920ec155e6a7931c6480d65add15540688ba2a75fb7c27de,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049257053942527940,223.081605637220491190
33993959,0xdd3335d3f78b8331c080b65b4798d57574007f06f97a5811dfb98a5f308e24ba,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049269272705926535,219.082603439294615555
33995616,0x9a7331a9f33843480b63e902d0b3a50c19f9b9acb98d215e36779953df5f9e2b,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049281018261448199,215.220053684278411765
33996767,0x790f56660b537b245c6604c7ba66477c33d2aad0dfeecb3ca22b7fc2c832172c,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049292317461523114,211.486854013585116263
34144762,0x3945d2c2d7fed0a5ee61b9f522b45fc9ea2fa5443c9540a5a7ce906ae3411ff9,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049303195171789688,207.876393801759292046
34170314,0x38d20d91a1a880768047f57c9e4688b3b27d2f9968ec2c54d56c01c3988d4728,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049313674450993793,204.382512024757431846
34170775,0x2a9fc661306b7bc1a63eb7e7885055da0707c13500c3fac1446372acc7df4cc8,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049323776711733672,200.999459403543966118
34195290,0x5b5d0b4ecaba9ee55c9f2697b75e96824c913400bdcc484f5fbbdb502d3aa3e4,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049333521864383605,197.721864324194740448
34195595,0xb92b30ee3b3d57e36c09b3dcdea90206ee2b9f8431d1ceb45dc254c8835551c7,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049342928446210889,194.544702101199135313
34293416,0x777589cd8a143f5e07d1c9773907cbc499d6e99e844fa40f29289f43385f4df0,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049352013737429798,191.463267206624095707
34293588,0xab4fbd721de0e038cc3335133327e6494bde2f808c41066ccf85d6bf41213258,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049360793865706167,188.473148135768155953
34294360,0x6044df22bfe55c296661a653174827e9c1838a0b822683bebe9f87648f1293d0,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049369283900428960,185.570204621139112078
34294804,0xaa4d452bda67c9d6063386638fd04b0d18e5a3be0a200319ae0b7d9c2826dfaf,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049377497937897134,182.750546942083019530
34297083,0x9da90a985ff46072a36b31b01f47e90c2230b91e785b4079dd7c5e5180ec05eb,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049385449178425078,180.010517108035685396
34363227,0xc1f4835ce25be1c9a8dadf2a4874e7578eb6775d7efc29bc81c8982f8520c5b6,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049393149996245708,177.346671719892100327
34374395,0x8300bc078e4ba976886e76185d4fb969db006e4182891bef4a69946a61a1bdd3,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049400612002982576,174.755766336996543941
34375852,0x072d828c4b0e1232d4b7fff3d48c9f2008f7968beb2943dc0803639435e8a42f,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049407846105369801,172.234741197258813372
34389563,0x76cc6fcc790a5b9d2a190c1db4c01e7b401732e65dbcc47f67bed10990ec71ad,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049414862557817837,169.780708155331325315
34389580,0x15fdc0e58aea872e484f813ff75bfb96ea936db42b7a3594e3138eefbced82b6,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049421671010353302,167.390938718997858814
34391585,0x18e009ac5a7d4691b7df00545fe7a6a44f4bf3e02a98b536fe08b6a6cae26c47,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049428280552400207,165.062853077238230526
34392165,0x0462c1fbcc9f400d2d09346f864ac24627c687cb6437583ad0d31fdb0e1af212,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049434699752816717,162.794010025103602857
34392934,0xe36ac1d22f132c682a7a28d30a04eee682401329f791c740834e791317bcc259,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049440936696555325,160.582097700786761152
34414316,0xe25216cce9b4f4ad8486768dc86df8e9efae4299e6aebf8a814a0966896072da,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049446999018273471,158.424925059291439311
34470030,0xb4542576e9a42d1d0d1850fc7f5e9a8bf1dce8ef93c16e7b79b90d9887c703cf,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049452893933186130,156.320414015055206391
34507851,0x066be0ce502c555bcf3eba25ed68e66add1b612126ecd890e88f2ecd773c8248,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049458628265420378,154.266592192901583758
34516439,0xe03687890258017523ccbbe2dcf2d424ad0e3ff536d7001e3ef0b5452a1ef768,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049464208474104487,152.261586232907689009
34555750,0xed52e2c5cc5db5b976aa36cfbf91d05306166dd246dcdb3f69c5b443b9cad2c4,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049469640677399555,150.303615600277339581
34556989,0x60783b0058c35f1a9ed63282c4f26f47d090e44856ae2ffa97c2b5f005187ad1,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049474930674660356,148.390986856192711230
34596243,0x1cffc50709de8a6490565ff9452f7d0bddf18c08a0d7309fcfd4b61e11b691fa,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049480083966892754,146.522088349959688003
34596408,0x048e560948ce91dc18a645ea720a43cde2a83f188b508831e4a3a05a3a5dec53,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049485105775658428,144.695385296627108573
34598112,0xc9ff34a4278638febf6e9b446465ab3f1a59a30dbcdc2068953e85be7a5e8a28,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049490001060562387,142.909415207705421835
34598381,0xa158f36d7e26ed06acb60122fbbdf40a61c249e68bb829e4137cd9fea49c8abd,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049494774535445638,141.162783645688278966
34599317,0x53dcebb454ee4f8a743d425e4df1426470195e8af5df81b0f854ef94683252ef,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049499430683393172,139.454160275831185345
34599720,0x81f7a000a44c96163bc7bfaa4e09ea69ad56788c723abc02f9fc794e45f6bdcc,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049503973770657267,137.782275191105384238
34599806,0xfc146dccaa71b842d78be7bdba37cde84c9ab0abdffda67339a30f144c2f3be7,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049508407859586101,136.145915488454249953
34601242,0x031871777293cc51dc4603ed79957c16d9d1f39f5cf955a104efc5ed195399af,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049512736820639745,134.543922076462280302
34601529,0x02c217d288e958a53cb6669f9ea66172ec7de3e232b7a91286da2e1a1953225c,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049516964343567532,132.975186696330240466
34604453,0xa74ddc37739248600c20915dc53f8c41c6fbe55301dd02e9f0d46bf027adfa45,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049521093947814308,131.438649139654870623
34605887,0x6c9713daa7c383898955966b33f311a838c838e116bd82cdf033d102022b1a56,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049525128992216817,129.933294647957069401
34606423,0xfba15b6ecff3e66418fc6787a62f5b168bbdf1bd8ca265a0ac506cbcdf89404c,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049529072684046056,128.458151480209210149
34606689,0xb3be3d4308cd78cb46f94046cc45c3a64985c6caf4d356b08a38db2163e764f4,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049532928087446332,127.012288635788962665
34630266,0xd514a78f0fd1ed9d16a3630718ca228d1ccc74f30a4ba867d949444678a58c37,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049536698131317537,125.594813721355620828
34631334,0x1e028582ce17195cd16f32c78a5eb0736c1c5765e49b960c6998ded6eca6252f,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049540385616682864,124.204870951108262034
34642538,0x37b4a5fd4618d09fea256839fe73836c7e26bf3118ecad450d7d84cb23f37a87,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049543993223580739,122.841639270761760372
34644151,0x9aeb46322808a4cdd25dbccc59c86966c49269be1da56dc2cb84d09a16a07d3d,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049547523517516436,121.504330596369470641
34644275,0x954235dcf58285bc90fb9ecfc62ef976c56a95b64fce462fcc930101e413c1cd,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049550978955505670,120.192188159843809103
34680851,0x9d5267a18be225efcae813f8d32863e0119fd2e19dc52ca502ee91ee89545b6e,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049554361891740124,118.904484953680764647
34771674,0x3c7a72f2286288020611d163c55a429fcf294e58a2f8b19bd7c97540bf801f85,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049557674582901966,117.640522267992196248
34781087,0x2e0951c52ee9d09e8d7b7785860183ec60960e8c5b1551c6c4af3de42c75d857,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049560919193152655,116.399628313492996767
34798488,0x91bfef2c628f0c001946950d81138cd8753ff4cf219a0e72ee2d23667c89a994,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049564097798818887,115.181156924586744594
34808188,0x94f153546d9fe2806f5ecebf0dc36dafca814ac338add41a6da7d3e15ed6ddc2,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049567212392796975,113.984486337145995094
34809618,0x5c61a0280a6717391060d1243bb927e87a3bd1a52b5f0f4df2785c31195a6c47,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049570264888695231,112.809018035997084439
34809740,0xec35d8c1f11bc11bfed9fbeec97b62915ccb1bc1fe1881d6084a7d2eb2908322,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049573257124732192,111.654175667497767677
34859766,0x8d5ef00a0cc9cf2d0c430c97342c7d58acd66872e28dab26713a871ea4b2dd9f,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049576190867407437,110.519404012942416671
34897574,0x19495f107dfae470c9c530511585ac9554ddac77715d9f5c5f924af72a3c9477,0xB767E3Cd07fD0Dd96827895AB8b3801A3b141e8a,0.049579067814960277,109.404168018846476684
