lifecycle,key,contract_address,deployer_address,suggested_public_name_tag,category,contract_name,website,source_code_url,description
current,MASTER_CONFIG,0x4125DA806c7B0AaD6c443b7BD368e45ed123687C,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Master Config,DeFi,BiggiMasterTokenomicsConfig,https://biggieyes.com,https://polygonscan.com/address/0x4125DA806c7B0AaD6c443b7BD368e45ed123687C#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,COMMUNITY_CENTER,0x81C6E90a991d7D210c43B00B7EB1a5450cc372Ae,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Community Center,DeFi,BiggiCommunityCenter,https://biggieyes.com,https://polygonscan.com/address/0x81C6E90a991d7D210c43B00B7EB1a5450cc372Ae#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,RESERVE_TREASURY_READER,0xb379bB928f3B683528C209C28A95F4D2854EC407,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Reserve Reader,DeFi,BiggiReserveTreasuryReader,https://biggieyes.com,https://polygonscan.com/address/0xb379bB928f3B683528C209C28A95F4D2854EC407#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,BUYBACK_READER,0x8eD6c94e5Fb336096E6C28480f3C514c9bddFa89,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Buyback Reader,DeFi,BiggiBuybackReader,https://biggieyes.com,https://polygonscan.com/address/0x8eD6c94e5Fb336096E6C28480f3C514c9bddFa89#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,TOKEN_REWARDS_READER,0xB558137Ce8a2e065de09f7ef7cF24911E49A9972,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Rewards Reader,DeFi,BiggiTokenRewardsReader,https://biggieyes.com,https://polygonscan.com/address/0xB558137Ce8a2e065de09f7ef7cF24911E49A9972#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,TOKENOMICS_SYSTEM_ADDON_READER,0x28D73361F9E7778362cac9fEBe1c8E0a2B1121ea,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: System Addon Reader,DeFi,BiggiTokenomicsSystemAddonReader,https://biggieyes.com,https://polygonscan.com/address/0x28D73361F9E7778362cac9fEBe1c8E0a2B1121ea#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,MODERATOR_CENTER_V2,0x82Ad5a0f379CCA21AC2979E88AC24db94e670bD8,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Moderator V2,DeFi,ModeratorCenterV2,https://biggieyes.com,https://polygonscan.com/address/0x82Ad5a0f379CCA21AC2979E88AC24db94e670bD8#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,SUPPLY_CONTROLLER,0x810ba27C98aAB09737e3988a3C1b10D6CadaB8E8,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Supply Controller,DeFi,BiggiSupplyController,https://biggieyes.com,https://polygonscan.com/address/0x810ba27C98aAB09737e3988a3C1b10D6CadaB8E8#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,SUPPLY_GUARDIAN,0xdCA0bEda4c96eCE2E23e30f6Aa95697106d99B49,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Supply Guardian,DeFi,BiggiSupplyGuardian,https://biggieyes.com,https://polygonscan.com/address/0xdCA0bEda4c96eCE2E23e30f6Aa95697106d99B49#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,DEX_RESERVE_GUARD,0x350370c248495758b80Ea1C564Df1290cA76588B,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: DEX Reserve Guard,DeFi,BiggiDexReserveGuard,https://biggieyes.com,https://polygonscan.com/address/0x350370c248495758b80Ea1C564Df1290cA76588B#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,LIQUIDITY_ORCHESTRATOR,0xC72DB11941d8Ab76baF84B1af9dB43E09060b681,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Liquidity Orchestrator,DeFi,BiggiLiquidityOrchestrator,https://biggieyes.com,https://polygonscan.com/address/0xC72DB11941d8Ab76baF84B1af9dB43E09060b681#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,LIQUIDITY_KEEPER_PROXY,0x4fC6EaD8CC6451e1A5EA7Ceaf6a072e18f91F04c,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Liquidity Keeper,DeFi,BiggiLiquidityKeeperProxy,https://biggieyes.com,https://polygonscan.com/address/0x4fC6EaD8CC6451e1A5EA7Ceaf6a072e18f91F04c#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,DRIP_LM_V2,0x1d2B3d3224dE553ff3138caeA45d162c62305d1A,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Drip LM V2,DeFi,BiggiDripLMToModeratorV2,https://biggieyes.com,https://polygonscan.com/address/0x1d2B3d3224dE553ff3138caeA45d162c62305d1A#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,BUYBACK_UPKEEP_PROXY,0x3C260f987d1aD7cA3dC8D61a3B731b2068c38875,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Buyback Keeper,DeFi,BiggiBuybackUpkeepProxy,https://biggieyes.com,https://polygonscan.com/address/0x3C260f987d1aD7cA3dC8D61a3B731b2068c38875#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,SUPPLY_CONTROLLER_READER,0x3deE7089badc481BA91edF0023Bd0E6039BA1E3F,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Supply Reader,DeFi,BiggiSupplyControllerReader,https://biggieyes.com,https://polygonscan.com/address/0x3deE7089badc481BA91edF0023Bd0E6039BA1E3F#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,SUPPLY_GUARDIAN_READER,0x970432CEB6279eA3585372457FF610F03A5f07Ca,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Guardian Reader,DeFi,BiggiSupplyGuardianReader,https://biggieyes.com,https://polygonscan.com/address/0x970432CEB6279eA3585372457FF610F03A5f07Ca#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,DEX_RESERVE_GUARD_READER,0xE70C056f0dD1Fb8c175E6CDf92F0767611fDd672,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: DEX Guard Reader,DeFi,BiggiDexReserveGuardReader,https://biggieyes.com,https://polygonscan.com/address/0xE70C056f0dD1Fb8c175E6CDf92F0767611fDd672#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,SYSTEM_READER,0x5C918B2E610BAF3E9f77B0b7dE456D63B7F8bD55,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: System Reader,DeFi,BiggiSystemReader,https://biggieyes.com,https://polygonscan.com/address/0x5C918B2E610BAF3E9f77B0b7dE456D63B7F8bD55#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,LIQUIDITY_BRANCH_READER,0xC04FC52560fe5A8fcEf16a3ADE7126e83Da0D4f5,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Liquidity Reader,DeFi,BiggiLiquidityBranchUserReader,https://biggieyes.com,https://polygonscan.com/address/0xC04FC52560fe5A8fcEf16a3ADE7126e83Da0D4f5#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,LIQUIDITY_HELPER_READER,0x1879b76c3a923d58970a90e3D004bD067c272a22,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Liquidity Helper,DeFi,BiggiLiquidityHelperReader,https://biggieyes.com,https://polygonscan.com/address/0x1879b76c3a923d58970a90e3D004bD067c272a22#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,BIGGI_TOKENOMICS_READER,0x868640D9fd873AE3ecFCAbCbB458413A70D6f468,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Tokenomics Reader,DeFi,BiggiTokenomikReader,https://biggieyes.com,https://polygonscan.com/address/0x868640D9fd873AE3ecFCAbCbB458413A70D6f468#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,MULTICALL,0x70bc315E4E5548e54F358Abf4515C1bB1551687b,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Multicall,DeFi,Multicall2,https://biggieyes.com,https://polygonscan.com/address/0x70bc315E4E5548e54F358Abf4515C1bB1551687b#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,BIGGI_NAMES_LIB,0xFEfB6Cd04879715bb63E8a51811e68EC85D9dB78,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Names Library V1,DeFi,BiggiNamesLib,https://biggieyes.com,https://polygonscan.com/address/0xFEfB6Cd04879715bb63E8a51811e68EC85D9dB78#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,BIGGI_NAMES_LIB2,0xBd3C8f5A8A936071585e909d9ab5c1Df3D7EB78a,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Names Library V2,DeFi,BiggiNamesLib2,https://biggieyes.com,https://polygonscan.com/address/0xBd3C8f5A8A936071585e909d9ab5c1Df3D7EB78a#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,CRE_AUTOMATION_RECEIVER,0xF1a21E04DA73580eD2D1311412e3639C40D47Fe6,0x402ce2ff958ab47edafc42296d2682cc8f9d92b2,BiggiEyes: CRE Receiver,Oracle,BiggiCREAutomationReceiver,https://biggieyes.com,https://polygonscan.com/address/0xF1a21E04DA73580eD2D1311412e3639C40D47Fe6#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,CHAPTER_2_MAIN,0x5Bec5aeE4Ff8b1B5e7CBddcEEC61555354002036,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Universe VRF,NFT,BiggiEyesMain,https://biggieyes.com,https://polygonscan.com/address/0x5Bec5aeE4Ff8b1B5e7CBddcEEC61555354002036#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,CHAPTER_2_MAIN2,0x7EaB23497085cfF00Cb2E9809b2Af0e717187356,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Universe Public,NFT,BiggiEyesMain2,https://biggieyes.com,https://polygonscan.com/address/0x7EaB23497085cfF00Cb2E9809b2Af0e717187356#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,CHAPTER_3_MAIN,0x72e6DE66f340E0243DAF45917E7Ce8057Faeedc2,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Mutant VRF,NFT,BiggiEyesMain,https://biggieyes.com,https://polygonscan.com/address/0x72e6DE66f340E0243DAF45917E7Ce8057Faeedc2#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,CHAPTER_3_MAIN2,0xda6A6f45053796d0f5edB965fe3FA47B9a35460c,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Mutant Public,NFT,BiggiEyesMain2,https://biggieyes.com,https://polygonscan.com/address/0xda6A6f45053796d0f5edB965fe3FA47B9a35460c#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,CHAPTER_4_MAIN,0x8E862D9071120D69517D3F7Db0c101175E911115,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Apocalypse VRF,NFT,BiggiEyesMain,https://biggieyes.com,https://polygonscan.com/address/0x8E862D9071120D69517D3F7Db0c101175E911115#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,CHAPTER_4_MAIN2,0xecE7D61AB3FB2229C39B48380D704183532fE960,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Apocalypse Public,NFT,BiggiEyesMain2,https://biggieyes.com,https://polygonscan.com/address/0xecE7D61AB3FB2229C39B48380D704183532fE960#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,CHAPTER_5_MAIN,0xCA09F0b1f06AD3aA2302ED40Cb12013B84b52B38,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Super Hero VRF,NFT,BiggiEyesMain,https://biggieyes.com,https://polygonscan.com/address/0xCA09F0b1f06AD3aA2302ED40Cb12013B84b52B38#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
current,CHAPTER_5_MAIN2,0x99f049279BC545469F989d8f06CD915ef4B6f1d4,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Super Hero Public,NFT,BiggiEyesMain2,https://biggieyes.com,https://polygonscan.com/address/0x99f049279BC545469F989d8f06CD915ef4B6f1d4#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
deprecated,OLD_TICKET_HUB,0xe6d742D7DC66fA63434E6794C69798A5272e9873,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Deprecated Ticket Hub,DeFi,BiggiTicketHub,https://biggieyes.com,https://polygonscan.com/address/0xe6d742D7DC66fA63434E6794C69798A5272e9873#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
deprecated,OLD_COLLECTION_REWARDS,0x5d1273070c9133381C570009768621762F024FB8,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Deprecated Rewards,DeFi,BiggiCollectionRewards,https://biggieyes.com,https://polygonscan.com/address/0x5d1273070c9133381C570009768621762F024FB8#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
deprecated,OLD_MAIN_READER,0x4937CdcF1668255Cb46c78E19547ea96C94391Ef,0x8fa5c9545b2eef1ca3c6533951c286e05928f27b,BiggiEyes: Deprecated Main Reader,DeFi,BiggiMainReader,https://biggieyes.com,https://polygonscan.com/address/0x4937CdcF1668255Cb46c78E19547ea96C94391Ef#code,Official BIGGI Polygon mainnet contract. Source code is verified on PolygonScan; role and lifecycle are documented in the public deployment manifest.
